,document,sentence,label
19,out\783.json,"Grails, Spring, etc)",1
20,out\783.json,"Some experience working with React, TypeScript and* NodeJS*",1
21,out\783.json,Experience with automated testing and test driven development,1
22,out\783.json,"Experience working with supporting tools such as Git, Jira, CI/CD etc",1
23,out\783.json,"Great communication skills, and the ability to ask questions and shape the work you will be doing",1
24,out\783.json,Experience with building and consuming REST and/or GraphQL APIs,1
25,out\783.json,Good knowledge of software design patterns,1
26,out\783.json,And you are…,1
27,out\783.json,Obsessed with providing the best user experience,1
28,out\783.json,Someone who delivers high quality work on time,1
29,out\783.json,Keen to contribute to team discussions to help shape the work we will be doing,1
30,out\783.json,Excited to learn and develop your skills,1
31,out\783.json,Flexible to work on different parts of the product and tech stack,1
32,out\783.json,Not afraid to challenge the status quo,1
33,out\783.json,Recruitment Process:,0
34,out\783.json,1st stage interview with Engineering Manager,0
35,out\783.json,This is an opportunity for you to find out more about the position and for us to learn more about you and your career to date (45-60 minutes),0
36,out\783.json,Technical Task,0
37,out\783.json,To be completed at home and should take you no longer than 3 hours,0
38,out\783.json,"Final stage interview involving a paired programming task and meeting with the Senior Engineering Manager, Head of Engineering and meeting colleagues in Product and UX",0
39,out\783.json,(2 hours),0
40,out\783.json,Offer!,0
41,out\783.json,We are able to support hybrid working where colleagues work from our offices 1 day a week and remotely the others,0
42,out\783.json,"We can also support remote working, but you would be required to be based in either The UK or Germany",0
43,out\783.json,We are an equal opportunity employer:Diversity and inclusion are important to us at Secret Escapes and we encourage a culture where everyone can be themselves at work,0
44,out\783.json,"We value and actively seek out a richly diverse range of talent and our policies ensure that every job application and employee is treated fairly, with equal opportunity to succeed",0
45,out\783.json,All applicants will be considered for employment without regard to any characteristic protected by law,0
46,out\783.json,Job Type: Full-time,0
0,out\785.json,"Location: Glasgow, United Kingdom",0
1,out\785.json,Thales people architect solutions that are relied upon to deliver operational advantage at every decisive moment throughout the mission,0
2,out\785.json,"Defence and armed forces customers rely on us to deliver the full range of defensive systems for land, sea, and air",0
3,out\785.json,"From early warning, to threat neutralisation, our platforms cover all levels from very short-range systems, to extended protection across the entire battle-space including Airspace Mobility Solutions, Vehicles and Tactical Systems and Missile Defence, Optronics, and Radar",0
4,out\785.json,Together we offer fantastic opportunities for committed employees to learn and develop their career with us,0
5,out\785.json,"At Thales UK, we research, develop, and supply technology and services that impact the lives of millions of people each day to make life better, and keep us safer",0
6,out\785.json,"We innovate across five major industries; Aerospace, Defence, Ground Transportation, Security and Space",0
7,out\785.json,"Your health and well-being matters to us and that’s why we offer you the flexibility to do what’s important to you; whether that’s part time hours, job sharing, home working, or the ability to flex your start and finish times",0
8,out\785.json,"Where possible, we support a working pattern that suits your lifestyle and helps you reach your ambitions",0
9,out\785.json,Our Software Engineering team is growing in both our Glasgow or Reading offices,0
10,out\785.json,We have multiple roles available to join our Thales UK Optronics & Missile Electronics (OME) organisation,0
11,out\785.json,"As a Software Engineer, you will be directly contributing to the on-going development of the Land, Sea and Air products and systems",0
12,out\785.json,"These opportunities would suit a recent Graduate from any Engineering or Computing discipline or you may have a passion for Software Engineering and have some experience already from either professional/internships, academic or personal projects such a GIT Hub, Meet Ups, etc",0
13,out\785.json,Key skills we look for:,1
14,out\785.json,Able to adapt and react to change,1
15,out\785.json,"You enjoy designing, developing and testing secure software solutions and/or components",1
16,out\785.json,"Can demonstrate knowledge in Full Stack or pure back/pure front programming languages and frameworks (JAVA, C, C++, Python, or any other)",1
17,out\785.json,You are familiar with compilation/code building/continuous integration,1
18,out\785.json,"Ideally have some knowledge of IS Computing Platforms, Operating Systems, and Hypervisors",1
19,out\785.json,Aware of Agile principles,1
20,out\785.json,"As a Software Solutions Engineering Role within Thales you will:   Work within in a Scrum team with other software developers, in Agile mode  Contribute to the requirement definition, to the software design and you will be involved with the architectural aspects of the software projects  Integrate software components into a fully functional software system  Write well-designed, documented and testable code  Develop, test and execute full software development life cycle  Design, implement and test features with scalability, performance, deployment/operation and end-user experience in mind  Make estimations and give inputs for planning together with the team members  Collaborate with other software solutions engineer to share knowledge and improve overall product/solution",0
